Version,Description,Component,Files_Modified,Lines_Added,Lines_Removed,Patch_Type
2.6.31,btrfs: remove ->write_super and stop maintaining ->s_dirt,misc->code,2,0,15,Maintenance
2.6.31,Btrfs: fix extent_buffer leak during tree log replay,journal->log,1,1,0,Bug
2.6.31,Btrfs: fix oops when btrfs_inherit_iflags called with a NULL dir,ioctl,1,6,1,Bug
2.6.31,Btrfs: fix -o nodatasum printk spelling,misc->code,1,1,1,Maintenance
2.6.31,Btrfs: check duplicate backrefs for both data and metadata,balloc,1,4,11,Reliability
2.6.31,Btrfs: init worker struct fields before kthread-run,other,1,1,1,Bug
2.6.31,Btrfs: pin buffers during write_dev_supers,file,1,29,14,Bug
2.6.31,Btrfs: avoid races between super writeout and device list updates,"file,volume",3,45,2,Bug
2.6.31,Fix btrfs when ACLs are configured out,xattr,2,4,5,Bug
2.6.31,Btrfs: fdatasync should skip metadata writeout,file,1,2,0,Performance
2.6.31,Btrfs: remove crc32c.h and use libcrc32c directly.,misc->api,4,7,37,Maintenance
2.6.31,Btrfs: implement FS_IOC_GETFLAGS/SETFLAGS/GETVERSION,misc->code,5,200,21,Maintenance
2.6.31,Btrfs: autodetect SSD devices,"tree,file,super,volume",5,24,0,Feature
2.6.31,Btrfs: add mount -o ssd_spread to spread allocations out,"balloc,super",5,22,6,Feature
2.6.31,Btrfs: avoid allocation clusters that are too spread out,balloc,1,2,1,Performance
2.6.31,Btrfs: Add mount -o nossd,super,1,7,2,Feature
2.6.31,Btrfs: avoid IO stalls behind congested devices in a multi-device FS,volume,1,4,1,Performance
2.6.31,Btrfs: don't allow WRITE_SYNC bios to starve out regular writes,volume,1,15,7,Performance
2.6.31,Btrfs: fix metadata dirty throttling limits,misc->code,1,2,5,Maintenance
2.6.31,Btrfs: reduce mount -o ssd CPU usage,balloc,1,1,1,Performance
2.6.31,Btrfs: balance btree more often,misc->code,1,2,2,Maintenance
2.6.31,Btrfs: stop avoiding balancing at the end of the transaction.,misc->code,1,4,7,Maintenance
2.6.31,Btrfs: Mixed back reference  (FORWARD ROLLING FORMAT CHANGE),tree,20,6927,2042,Feature
2.6.31,btrfs: Fix set/clear_extent_bit for 'end == (u64)-1',extent,1,14,4,Bug
2.6.32,Btrfs: fix panic when trying to destroy a newly allocated,inode,1,10,0,Bug
2.6.32,Btrfs: allow more metadata chunk preallocation,balloc,1,2,2,Bug
2.6.32,Btrfs: fallback on uncompressed io if compressed io fails,inode,1,23,8,Reliability
2.6.32,Btrfs: find ideal block group for caching,balloc,1,86,23,Performance
2.6.32,Btrfs: avoid null deref in unpin_extent_cache(),extent,1,1,1,Bug
2.6.32,Btrfs: skip btrfs_release_path in btrfs_update_root and btrfs_del_root,misc->code,1,0,2,Maintenance
2.6.32,Btrfs: fix some metadata enospc issues,inode,1,31,5,Bug
2.6.32,Btrfs: fix how we set max_size for free space clusters,balloc,1,1,1,Bug
2.6.32,Btrfs: cleanup transaction starting and fix journal_info usage,misc->code,1,13,6,Maintenance
2.6.32,Btrfs: fix data allocation hint start,inode,1,16,2,Performance
2.6.32,Btrfs: always pin metadata in discard mode,balloc,1,8,0,Performance
2.6.32,Btrfs: enable discard support,misc->code,1,0,6,Maintenance
2.6.32,Btrfs: add -o discard option,"block,super",3,10,1,Feature
2.6.32,Btrfs: properly wait log writers during log sync,journal->log,1,6,5,Bug
2.6.32,Btrfs: fix possible ENOSPC problems with truncate,inode,1,24,3,Bug
2.6.32,Btrfs: fix btrfs acl #ifdef checks,misc->code,4,6,6,Maintenance
2.6.32,Btrfs: streamline tree-log btree block writeout,"journal->log,journal->transaction",3,53,4,Performance
2.6.32,Btrfs: avoid tree log commit when there are no changes,"inode,file,journal->log",8,71,16,Performance
2.6.32,Btrfs: only write one super copy during fsync,journal->log,1,1,1,Performance
2.6.32,Btrfs: fix file clone ioctl for bookend extents,ioctl,1,4,2,Bug
2.6.32,Btrfs: fix uninit compiler warning in cow_file_range_nocow,misc->compile,1,1,0,Maintenance
2.6.32,Btrfs: constify dentry_operations,misc->api,2,2,2,Maintenance
2.6.32,Btrfs: optimize back reference update during btrfs_drop_snapshot,balloc,1,53,29,Performance
2.6.32,Btrfs: remove negative dentry when deleting subvolumne,"inode,ioctl",2,8,5,Bug
2.6.32,Btrfs: optimize fsync for the single writer case,journal->log,2,13,1,Performance
2.6.32,Btrfs: async delalloc flushing under space pressure,"balloc,file",3,88,11,Performance
2.6.32,Btrfs: release delalloc reservations on extent item insertion,misc->code,8,107,37,Maintenance
2.6.32,Btrfs: delay clearing EXTENT_DELALLOC for compressed extents,misc->code,1,4,2,Maintenance
2.6.32,Btrfs: cleanup extent_clear_unlock_delalloc flags,misc->code,3,51,37,Maintenance
2.6.32,Btrfs: fix possible softlockup in the allocator,balloc,1,17,6,Bug
2.6.32,Btrfs: fix deadlock on async thread startup,"other,file,tree",5,106,32,Bug
2.6.32,Btrfs: fix data space leak fix,inode,1,11,0,Bug
2.6.32,Btrfs: remove duplicates of filemap_ helpers,misc->api,4,10,102,Maintenance
2.6.32,Btrfs: take i_mutex before generic_write_checks,file,1,17,8,Bug
2.6.32,Btrfs: fix arguments to btrfs_wait_on_page_writeback_range,file,1,3,1,Bug
2.6.32,Btrfs: fix deadlock with free space handling and user transactions,balloc,1,1,1,Bug
2.6.32,Btrfs: fix error cases for ioctl transactions,ioctl,1,22,19,Bug
2.6.32,Btrfs: Use CONFIG_BTRFS_POSIX_ACL to enable ACL code,misc->code,3,5,5,Maintenance
2.6.32,Btrfs: introduce missing kfree,volume,1,3,1,Bug
2.6.32,Btrfs: Fix setting umask when POSIX ACLs are not enabled,super,1,2,0,Bug
2.6.32,Btrfs: proper -ENOSPC handling,"file,balloc,extent,file,inode",10,678,115,Reliability
2.6.32,Btrfs: hash the btree inode during  fill_super,file,1,1,0,Bug
2.6.32,Btrfs: relocate file extents in clusters,tree,1,148,89,Performance
2.6.32,Btrfs: don't rename file into dummy directory,inode,1,3,0,Bug
2.6.32,Btrfs: check size of inode backref before adding hardlink,"inode,tree",3,37,24,Bug
2.6.32,Btrfs: fix releasepage to avoid unlocking extents we haven't locked,extent,1,7,2,Bug
2.6.32,Btrfs: Fix test_range_bit for whole file extents,extent,1,4,0,Bug
2.6.32,Btrfs: fix errors handling cached state in set/clear_extent_bit,extent,1,8,8,Bug
2.6.32,Btrfs: fix early enospc during balancing,balloc,1,7,13,Bug
2.6.32,Btrfs: deal with NULL space info,balloc,1,16,2,Bug
2.6.32,Btrfs: account for space used by the super mirrors,balloc,2,20,2,Bug
2.6.32,Btrfs: fix extent entry threshold calculation,balloc,1,21,14,Performance
2.6.32,Btrfs: remove dead code,misc->code,1,0,1,Maintenance
2.6.32,Btrfs: fix bitmap size tracking,balloc,1,1,0,Bug
2.6.32,Btrfs: don't keep retrying a block group if we fail to allocate a cluster,balloc,1,17,8,Bug
2.6.32,Btrfs: make balance code choose more wisely when relocating,"balloc,volume",4,148,18,Bug
2.6.32,Btrfs: fix arithmetic error in clone ioctl,ioctl,1,1,2,Bug
2.6.32,Btrfs: add snapshot/subvolume destroy ioctl,"tree,file,other,balloc,inode,ioctl,super,journal->log,journal->transaction",12,605,233,Feature
2.6.32,Btrfs: change how subvolumes are organized,misc->code,9,459,168,Maintenance
2.6.32,Btrfs: do not reuse objectid of deleted snapshot/subvol,misc->code,6,31,116,Maintenance
2.6.32,Btrfs: speed up snapshot dropping,"balloc,journal->transaction",2,207,49,Performance
2.6.32,Btrfs: search for an allocation hint while filling file COW,"extent,inode",3,59,1,Performance
2.6.32,Btrfs: properly honor wbc->nr_to_write changes,extent,1,27,11,Bug
2.6.32,Btrfs: improve async block group caching,"tree,file,balloc,journal->transaction,journal->log",5,382,259,Performance
2.6.32,Btrfs: Fix async thread shutdown race,other,1,10,6,Bug
2.6.32,Btrfs: fix worker thread double spin_lock_irq,other,1,2,2,Bug
2.6.32,Btrfs: fix async worker startup race,other,1,11,3,Bug
2.6.32,Btrfs: zero page past end of inline file items,inode,1,5,0,Bug
2.6.32,Btrfs: fix btrfs page_mkwrite to return locked page,inode,1,3,0,Bug
2.6.32,Btrfs: Fix extent replacment race,"extent,file,inode",7,80,13,Bug
2.6.32,Btrfs: Use PagePrivate2 to track pages in the data=ordered code.,"extent,inode",5,62,55,Performance
2.6.32,Btrfs: use a cached state for extent state operations during delalloc,"extent,inode,tree",5,40,24,Performance
2.6.32,Btrfs: don't lock bits in the extent tree during writepage,extent,1,0,21,Performance
2.6.32,Btrfs: cache values for locking extents,extent,3,100,36,Performance
2.6.32,Btrfs: reduce CPU usage in the extent_state tree,"extent,file",3,28,68,Performance
2.6.32,Btrfs: Fix new state initialization order,misc->code,1,2,2,Maintenance
2.6.32,Btrfs: switch extent_map to a rw lock,"other,file,balloc,extent,inode,volume",10,57,60,Performance
2.6.32,Btrfs: tweak congestion backoff,volume,1,1,1,Performance
2.6.32,Btrfs: use larger nr_to_write for larger extents,extent,1,9,5,Performance
2.6.32,Btrfs: reduce worker thread spin_lock_irq hold times,other,1,60,14,Performance
2.6.32,Btrfs: keep irqs on more often in the worker threads,misc->code,2,16,10,Maintenance
2.6.32,Btrfs: optimize set extent bit,"extent,file",2,13,4,Performance
2.6.32,Btrfs: Allow worker threads to exit when idle,"file,other",3,132,32,Performance
2.6.33,Btrfs: btrfs_mark_extent_written uses the wrong slot,file,1,4,2,Bug
2.6.33,Btrfs: apply updated fallocate i_size fix,inode,1,3,1,Bug
2.6.33,Btrfs: do not try and lookup the file extent when finishing ordered io,inode,1,2,44,Performance
2.6.33,Btrfs: Fix oopsen when dropping empty tree.,balloc,1,4,4,Bug
2.6.33,Btrfs: remove BUG_ON() due to mounting bad filesystem,"file,tree",2,8,2,Bug
2.6.33,Btrfs: make error return negative in btrfs_sync_file(),file,1,1,1,Bug
2.6.33,Btrfs: fix race between allocate and release extent buffer.,extent,1,1,2,Bug
2.6.33,Btrfs: check total number of devices when removing missing,volume,1,2,2,Bug
2.6.33,Btrfs: check return value of open_bdev_exclusive properly,volume,1,2,2,Bug
2.6.33,Btrfs: do not mark the chunk as readonly if in degraded mode,volume,1,5,0,Bug
2.6.33,Btrfs: run orphan cleanup on default fs root,"inode,file",2,6,6,Bug
2.6.33,Btrfs: fix a memory leak in btrfs_init_acl,xattr,1,1,0,Bug
2.6.33,Btrfs: Use correct values when updating inode i_size on fallocate,inode,1,9,4,Bug
2.6.33,Btrfs: remove tree_search() in extent_map.c,misc->code,1,0,14,Maintenance
2.6.33,Btrfs: Add mount -o compress-force,super,3,11,2,Feature
2.6.33,Btrfs: fix possible panic on unmount,balloc,1,19,13,Bug
2.6.33,Btrfs: deal with NULL acl sent to btrfs_set_acl,xattr,1,7,5,Bug
2.6.33,Btrfs: fix regression in orphan cleanup,inode,1,6,0,Bug
2.6.33,Btrfs: Fix race in btrfs_mark_extent_written,file,1,80,20,Bug
2.6.33,"Btrfs, fix memory leaks in error paths","tree,volume",2,6,2,Bug
2.6.33,Btrfs: align offsets for btrfs_ordered_update_i_size,inode,1,2,0,Bug
2.6.33,Btrfs: fix missing last-entry in readdir(3),inode,1,5,1,Bug
2.6.33,Btrfs: make sure fallocate properly starts a transaction,inode,1,9,4,Bug
2.6.33,Btrfs: make metadata chunks smaller,misc->code,2,2,11,Maintenance
2.6.33,Btrfs: Show discard option in /proc/mounts,super,1,2,0,Bug
2.6.33,Btrfs: deny sys_link across subvolumes.,super,1,4,0,Reliability
2.6.33,Btrfs: fail mount on bad mount options,super,1,8,1,Reliability
2.6.33,Btrfs: don't add extent 0 to the free space cache v2,balloc,1,9,1,Bug
2.6.33,Btrfs: Fix per root used space accounting,misc->code,5,47,27,Maintenance
2.6.33,Btrfs: Fix btrfs_drop_extent_cache for skip pinned case,file,1,3,7,Bug
2.6.33,Btrfs: Add delayed iput,"file,balloc,inode,journal->transaction",9,90,18,Bug
2.6.33,Btrfs: Pass transaction handle to security and ACL initialization functions,misc->code,6,96,63,Maintenance
2.6.33,Btrfs: Make truncate(2) more ENOSPC friendly,"inode,tree",2,212,137,Reliability
2.6.33,Btrfs: Make fallocate(2) more ENOSPC friendly,inode,1,32,33,Reliability
2.6.33,Btrfs: Avoid orphan inodes cleanup during committing transaction,misc->code,2,17,16,Maintenance
2.6.33,Btrfs: Avoid orphan inodes cleanup while replaying log,misc->code,5,55,36,Maintenance
2.6.33,Btrfs: Fix disk_i_size update corner case,inode,4,127,56,Bug
2.6.33,Btrfs: Rewrite btrfs_drop_extents,"file,tree,journal->log",5,277,423,Performance
2.6.33,Btrfs: Add btrfs_duplicate_item,tree,2,143,59,Performance
2.6.33,Btrfs: Avoid superfluous tree-log writeout,"file,balloc,journal->transaction,journal->log",5,47,31,Performance
2.6.34,Btrfs: check for read permission on src file in the clone ioctl,ioctl,1,5,0,Reliability
2.6.34,btrfs: convert to using bdi_setup_and_register(),misc->api,1,1,11,Maintenance
2.6.34,Btrfs: make sure the chunk allocator doesn't create zero length chunks,volume,1,6,0,Bug
2.6.34,Btrfs: fix data enospc check overflow,balloc,1,15,5,Bug
2.6.34,Btrfs: add check for changed leaves in setup_leaf_for_split,tree,1,4,0,Bug
2.6.34,Btrfs: create snapshot references in same commit as snapshot,journal->transaction,1,31,66,Reliability
2.6.34,Btrfs: fix small race with delalloc flushing waitqueue's,balloc,1,4,5,Bug
2.6.34,"Btrfs: use add_to_page_cache_lru, use __page_cache_alloc",misc->api,2,5,32,Maintenance
2.6.34,Btrfs: fix chunk allocate size calculation,volume,1,3,1,Bug
2.6.34,Btrfs: kill max_extent mount option,misc->code,6,13,81,Feature
2.6.34,Btrfs: fail to mount if we have problems reading the block groups,"balloc,file",2,12,4,Bug
2.6.34,Btrfs: check btrfs_get_extent return for IS_ERR(),ioctl,1,1,1,Bug
2.6.34,Btrfs: handle kmalloc() failure in inode lookup ioctl,ioctl,1,3,0,Bug
2.6.34,Btrfs: dereferencing freed memory,ioctl,1,1,0,Bug
2.6.34,Btrfs: Simplify num_stripes's calculation logical for __btrfs_alloc_chunk(),misc->code,1,2,2,Maintenance
2.6.34,Btrfs: Add error handle for btrfs_search_slot() in btrfs_read_chunk_tree(),volume,1,2,0,Bug
2.6.34,Btrfs: Remove unnecessary finish_wait() in wait_current_trans(),misc->code,1,5,10,Maintenance
2.6.34,Btrfs: add NULL check for do_walk_down(),balloc,1,4,1,Bug
2.6.34,Btrfs: remove duplicate include in ioctl.c,misc->code,1,0,1,Maintenance
2.6.34,Btrfs: fix the inode ref searches done by btrfs_search_path_in_tree,ioctl,1,6,3,Bug
2.6.34,Btrfs: allow treeid==0 in the inode lookup ioctl,misc->code,1,3,0,Maintenance
2.6.34,Btrfs: return keys for large items to the search ioctl,misc->code,1,1,1,Maintenance
2.6.34,Btrfs: fix key checks and advance in the search ioctl,misc->code,1,25,14,Maintenance
2.6.34,Btrfs: buffer results in the space_info ioctl,misc->code,1,46,11,Maintenance
2.6.34,Btrfs: use __u64 types in ioctl.h,misc->code,1,5,5,Maintenance
2.6.34,Btrfs: fix search_ioctl key advance,ioctl,1,1,1,Bug
2.6.34,Btrfs: fix gfp flags masking in the compression code,other,1,1,1,Bug
2.6.34,Btrfs: don't look at bio flags after submit_bio,volume,1,3,3,Bug
2.6.34,btrfs: using btrfs_stack_device_id() get devid,misc->api,1,3,3,Maintenance
2.6.34,btrfs: use memparse,misc->api,3,4,30,Maintenance
2.6.34,"Btrfs: add a ""df"" ioctl for btrfs",ioctl,2,58,1,Feature
2.6.34,Btrfs: cache the extent state everywhere we possibly can V2,"file,balloc,extent,inode",9,148,90,Performance
2.6.34,Btrfs: cache ordered extent when completing io,inode,3,10,5,Performance
2.6.34,Btrfs: cache extent state in find_delalloc_range,extent,1,8,3,Performance
2.6.34,Btrfs: change the ordered tree to use a spinlock instead of a mutex,balloc,2,19,19,Performance
2.6.34,Btrfs: finish read pages in the order they are submitted,misc->code,1,4,3,Maintenance
2.6.34,btrfs: fix btrfs_mkdir goto for no free objectids,inode,1,1,1,Bug
2.6.34,Btrfs: flush data on snapshot creation,journal->transaction,1,1,4,Reliability
2.6.34,Btrfs: make df be a little bit more understandable,misc->code,1,26,3,Maintenance
2.6.34,btrfs: Update existing btrfs_device for renaming device,volume,1,7,0,Bug
2.6.34,Btrfs: add new defrag-range ioctl.,ioctl,5,117,14,Feature
2.6.34,Btrfs: be more selective in the defrag ioctl,ioctl,1,140,10,Bug
2.6.34,Btrfs: run the backing dev more often in the submit_bio helper,volume,1,10,10,Performance
2.6.34,Btrfs: make subvolid=0 mount the original default root,misc->code,1,9,3,Maintenance
2.6.34,Btrfs: add ioctl and incompat flag to set the default mount subvol,ioctl,3,80,1,Feature
2.6.34,Btrfs: change how we mount subvolumes,"tree,other,inode,super,journal->log",6,158,34,Feature
2.6.34,Btrfs: make set/get functions for the super compat_ro flags use compat_ro,tree,1,1,1,Bug
2.6.34,Btrfs: add search and inode lookup ioctls,ioctl,2,299,16,Feature
2.6.34,Btrfs: add a function to lookup a directory path by following backrefs,misc->code,1,92,0,Maintenance
2.6.34,Btrfs: kfree correct pointer during mount option parsing,super,1,3,2,Bug
2.6.34,Btrfs: use RB_ROOT to intialize rb_trees instead of setting rb_node to NULL,"file,extent,balloc,tree,journal->transaction",8,12,12,Bug
2.6.35,Btrfs: fix checks in BTRFS_IOC_CLONE_RANGE,ioctl,1,2,2,Bug
2.6.35,Btrfs: fix CLONE ioctl destination file size expansion to block boundary,ioctl,1,13,3,Bug
2.6.35,Btrfs: fix split_leaf double split corner case,tree,1,111,18,Performance
2.6.35,Btrfs: The file argument for fsync() is never null,misc->code,1,1,1,Maintenance
2.6.35,Btrfs: handle ERR_PTR from posix_acl_from_xattr(),xattr,1,2,0,Bug
2.6.35,Btrfs: avoid BUG when dropping root and reference in same transaction,tree,1,0,3,Bug
2.6.35,Btrfs: prohibit a operation of changing acl's mask when noacl mount option used,xattr,1,3,0,Bug
2.6.35,Btrfs: should add a permission check for setfacl,xattr,1,3,0,Bug
2.6.35,Btrfs: btrfs_lookup_dir_item() can return ERR_PTR,ioctl,1,1,1,Bug
2.6.35,Btrfs: btrfs_read_fs_root_no_name() returns ERR_PTRs,file,1,4,0,Bug
2.6.35,Btrfs: unwind after btrfs_start_transaction() errors,ioctl,1,1,1,Bug
2.6.35,Btrfs: btrfs_iget() returns ERR_PTR,super,1,2,2,Bug
2.6.35,Btrfs: handle kzalloc() failure in open_ctree(),file,1,5,2,Bug
2.6.35,Btrfs: handle error returns from btrfs_lookup_dir_item(),super,1,2,0,Bug
2.6.35,Btrfs: Fix BUG_ON for fs converted from extN,balloc,1,2,1,Bug
2.6.35,Btrfs: Fix null dereference in relocation.c,tree,1,4,3,Bug
2.6.35,Btrfs: fix remap_file_pages error,file,1,8,1,Bug
2.6.35,Btrfs: uninitialized data is check_path_shared(),inode,1,1,1,Bug
2.6.35,Btrfs: fix fallocate regression,inode,1,1,1,Bug
2.6.35,Btrfs: fix loop device on top of btrfs,misc->code,1,1,0,Maintenance
2.6.35,Btrfs: add more error checking to btrfs_dirty_inode,inode,1,13,2,Bug
2.6.35,Btrfs: allow unaligned DIO,misc->code,1,35,3,Maintenance
2.6.35,Btrfs: drop verbose enospc printk,misc->code,1,2,0,Maintenance
2.6.35,Btrfs: Fix block generation verification race,tree,1,1,1,Bug
2.6.35,Btrfs: fix preallocation and nodatacow checks in O_DIRECT,inode,1,140,16,Bug
2.6.35,Btrfs: avoid ENOSPC errors in btrfs_dirty_inode,inode,1,11,3,Reliability
2.6.35,Btrfs: move O_DIRECT space reservation to btrfs_direct_IO,"file,inode",2,8,6,Bug
2.6.35,Btrfs: rework O_DIRECT enospc handling,"extent,file,inode",4,49,30,Reliability
2.6.35,Btrfs: use async helpers for DIO write checksumming,"file,extent,inode",5,52,17,Performance
2.6.35,Btrfs: don't walk around with task->state != TASK_RUNNING,"other,journal->transaction",2,4,3,Bug
2.6.35,Btrfs: do aio_write instead of write,misc->code,2,104,83,Maintenance
2.6.35,Btrfs: add basic DIO read/write support,"file,inode",6,631,36,Feature
2.6.35,Btrfs: Metadata ENOSPC handling for balance,"tree,balloc,journal->transaction",5,1163,747,Feature
2.6.35,Btrfs: Pre-allocate space for data relocation,"inode,tree",3,92,45,Reliability
2.6.35,Btrfs: Metadata ENOSPC handling for tree log,journal->log,5,156,128,Reliability
2.6.35,Btrfs: Metadata reservation for orphan inodes,"tree,file,balloc,inode,ioctl,super,journal->transaction",9,365,66,Feature
2.6.35,Btrfs: Introduce global metadata reservation,"tree,file,balloc,inode,ioctl,journal->transaction",8,241,76,Feature
2.6.35,Btrfs: Update metadata reservation for delayed allocation,"tree,balloc,extent,file,inode,ioctl",9,232,415,Feature
2.6.35,Btrfs: Integrate metadata reservation with start_transaction,misc->code,15,678,528,Maintenance
2.6.35,Btrfs: Introduce contexts for metadata reservation,"tree,file,balloc,journal->transaction",7,853,385,Feature
2.6.35,Btrfs: Kill init_btrfs_i(),misc->api,1,28,36,Maintenance
2.6.35,Btrfs: Shrink delay allocated space in a synchronized,misc->code,4,88,121,Maintenance
2.6.35,Btrfs: Kill allocate_wait in space_info,balloc,2,58,76,Performance
2.6.35,Btrfs: Link block groups of different raid types,"balloc,super",3,121,55,Bug
2.6.35,"btrfs: replace inode uid,gid,mode initialization with helper function",misc->api,1,1,10,Maintenance
2.6.35,btrfs: constify xattr_handler,misc->api,3,6,6,Maintenance
2.6.36,btrfs: remove junk sb_dirt change,misc->code,1,0,1,Maintenance
2.6.36,convert btrfs to ->evict_inode(),misc->api,3,8,4,Maintenance
2.6.37,Btrfs: prevent RAID level downgrades when space is low,balloc,1,19,1,Reliability
2.6.37,Btrfs: account for missing devices in RAID allocation profiles,"balloc,volume",3,36,3,Bug
2.6.37,Btrfs: EIO when we fail to read tree roots,file,1,4,1,Bug
2.6.37,Btrfs: fix compiler warnings,misc->compile,2,5,7,Maintenance
2.6.37,Btrfs: Make async snapshot ioctl more generic,misc->api,2,36,22,Maintenance
2.6.37,Btrfs: pwrite blocked when writing from the mmaped buffer of the same page,file,1,60,32,Bug
2.6.37,Btrfs: Fix a crash when mounting a subvolume,super,1,1,1,Bug
2.6.37,Btrfs: fix sync subvol/snapshot creation,ioctl,1,11,9,Bug
2.6.37,Btrfs: Fix page leak in compressed writeback path,inode,1,1,1,Bug
2.6.37,Btrfs: do not BUG if we fail to remove the orphan item for dead snapshots,balloc,1,7,3,Bug
2.6.37,Btrfs: fixup return code for btrfs_del_orphan_item,misc->code,1,5,1,Maintenance
2.6.37,Btrfs: do not do fast caching if we are allocating blocks for tree_root,balloc,1,12,6,Bug
2.6.37,Btrfs: deal with space cache errors better,balloc,2,13,9,Reliability
2.6.37,Btrfs: fix use after free in O_DIRECT,inode,1,1,2,Bug
2.6.37,Btrfs: don't use migrate page without CONFIG_MIGRATION,misc->compile,1,6,1,Maintenance
2.6.37,Btrfs: deal with DIO bios that span more than one ordered extent,misc->code,3,89,4,Maintenance
2.6.37,Btrfs: setup blank root and fs_info for mount time,"file,super",2,33,7,Bug
2.6.37,Btrfs: fix fiemap,extent,1,54,9,Bug
2.6.37,Btrfs - fix race between btrfs_get_sb() and umount,misc->code,1,6,0,Maintenance
2.6.37,Btrfs: update inode ctime when using links,inode,1,1,0,Bug
2.6.37,Btrfs: make sure new inode size is ok in fallocate,inode,1,4,0,Reliability
2.6.37,Btrfs: fix typo in fallocate to make it honor actual size,inode,1,5,4,Bug
2.6.37,Btrfs: avoid NULL pointer deref in try_release_extent_buffer,extent,1,4,2,Bug
2.6.37,Btrfs: make btrfs_add_nondir take parent inode as an argument,misc->api,1,16,22,Maintenance
2.6.37,Btrfs: hold i_mutex when calling btrfs_log_dentry_safe,file,1,7,0,Bug
2.6.37,Btrfs: use dget_parent where we can UPDATED,"inode,ioctl,journal->transaction,journal->log",4,43,12,Bug
2.6.37,Btrfs: fix more ESTALE problems with NFS,inode,1,1,0,Bug
2.6.37,Btrfs: handle NFS lookups properly,other,1,76,0,Bug
2.6.37,btrfs: make 1-bit signed fileds unsigned,misc->code,1,3,3,Maintenance
2.6.37,btrfs: Show device attr correctly for symlinks,misc->api,1,1,0,Maintenance
2.6.37,btrfs: Set file size correctly in file clone,ioctl,1,2,2,Bug
2.6.37,btrfs: Check if dest_offset is block-size aligned before cloning file,ioctl,1,3,4,Bug
2.6.37,Btrfs: handle the space_cache option properly,super,1,1,0,Bug
2.6.37,btrfs: Fix early enospc because 'unused' calculated with wrong sign.,balloc,1,1,1,Bug
2.6.37,btrfs: fix panic caused by direct IO,inode,1,184,21,Bug
2.6.37,btrfs: cleanup duplicate bio allocating functions,misc->code,3,8,18,Maintenance
2.6.37,btrfs: fix free dip and dip->csums twice,misc->code,1,3,6,Maintenance
2.6.37,Btrfs: add migrate page for metadata inode,file,1,25,2,Feature
2.6.37,Btrfs: deal with errors from updating the tree log,inode,1,2,1,Reliability
2.6.37,Btrfs: allow subvol deletion by unprivileged user with -o user_subvol_rm_allowed,"ioctl,super",3,116,5,Feature
2.6.37,Btrfs: make SNAP_DESTROY async,ioctl,1,1,1,Performance
2.6.37,Btrfs: add SNAP_CREATE_ASYNC ioctl,ioctl,2,93,25,Feature
2.6.37,"Btrfs: add START_SYNC, WAIT_SYNC ioctls","ioctl,journal->transaction",4,89,0,Feature
2.6.37,Btrfs: async transaction commit,"journal->transaction,file",4,124,0,Feature
2.6.37,Btrfs: fix deadlock in btrfs_commit_transaction,journal->transaction,1,5,8,Bug
2.6.37,Btrfs: fix lockdep warning on clone ioctl,ioctl,1,4,4,Bug
2.6.37,Btrfs: fix clone ioctl where range is adjacent to extent,ioctl,1,1,1,Bug
2.6.37,Btrfs: fix delalloc checks in clone ioctl,ioctl,1,5,3,Bug
2.6.37,Btrfs: drop unused variable in block_alloc_rsv,misc->code,1,0,4,Maintenance
2.6.37,Btrfs: cleanup warnings from gcc 4.6 (nonbugs),misc->compile,15,4,94,Maintenance
2.6.37,Btrfs: Fix variables set but not read (bugs found by gcc 4.6),"dir,extent,inode,tree,journal->log",5,10,6,Bug
2.6.37,Btrfs: Use ERR_CAST helpers,misc->api,2,3,3,Maintenance
2.6.37,Btrfs: use memdup_user helpers,misc->api,1,6,14,Maintenance
2.6.37,Btrfs: fix raid code for removing missing drives,volume,1,1,2,Reliability
2.6.37,Btrfs: Switch the extent buffer rbtree into a radix tree,extent,2,49,69,Performance
2.6.37,Btrfs: restructure try_release_extent_buffer(),misc->code,1,37,11,Maintenance
2.6.37,Btrfs: use the flusher threads for delalloc throttling,balloc,1,15,18,Performance
2.6.37,Btrfs: tune the chunk allocation to 5% of the FS as metadata,balloc,1,18,4,Bug
2.6.37,Add new functions for triggering inode writeback,misc->api,2,44,10,Maintenance
2.6.37,Btrfs: don't loop forever on bad btree blocks,tree,1,28,9,Bug
2.6.37,Btrfs: let the user know space caching is enabled,misc->code,1,2,0,Maintenance
2.6.37,Btrfs: Add a clear_cache mount option,"tree,balloc,super",4,8,3,Feature
2.6.37,Btrfs: add support for mixed data+metadata block groups,balloc,2,28,4,Feature
2.6.37,Btrfs: check cache->caching_ctl before returning if caching has started,balloc,1,6,0,Bug
2.6.37,Btrfs: load free space cache if it exists,misc->code,3,345,3,Maintenance
2.6.37,Btrfs: write out free space cache,misc->code,6,420,13,Maintenance
2.6.37,Btrfs: create special free space cache inode,"tree,file,balloc,inode,super,journal->transaction",10,668,46,Feature
2.6.37,Btrfs: remove warn_on from use_block_rsv,balloc,1,0,5,Bug
2.6.37,Btrfs: set trans to null in reserve_metadata_bytes if we commit the transaction,balloc,1,6,3,Bug
2.6.37,Btrfs: fix error handling in btrfs_get_sb,super,1,3,4,Bug
2.6.37,Btrfs: rework how we reserve metadata bytes,"balloc,tree,journal->transaction",4,136,127,Bug
