Version,Description,Component,Files_Modified,Lines_Added,Lines_Removed,Patch_Type
2.6.31,ext3: fix chain verification in ext3_get_blocks(),inode,1,1,1,Bug
2.6.31,ext3: avoid unnecessary spinlock in critical POSIX ACL path,xattr,1,8,5,Performance
2.6.31,ext3: remove ->write_super and stop maintaining ->s_dirt,misc->code,0,0,0,Maintenance
2.6.31,ext3: Fix memory leak in ext3_fill_super() in case of a failed mount,super,1,1,0,Bug
2.6.32,ext3: Wait for proper transaction commit on fsync,"file,inode,super",4,57,21,Bug
2.6.32,ext3: retry failed direct IO allocations,inode,1,4,0,Bug
2.6.32,ext3: Update documentation about ext3 quota mount options,misc->doc,0,0,0,Maintenance
2.6.32,ext3: Don't update superblock write time when filesystem is read-only,super,1,12,1,Bug
2.6.32,ext3: Flush disk caches on fsync when needed,file,1,11,1,Bug
2.6.32,ext3: Add locking to ext3_do_update_inode,inode,1,9,0,Bug
2.6.32,ext3: Fix possible deadlock between ext3_truncate() and ext3_get_blocks(),inode,1,15,4,Bug
2.6.32,ext3: Update MAINTAINERS for ext3 and JBD,misc->doc,0,0,0,Maintenance
2.6.32,ext3: Remove syncing logic from ext3_file_write,misc->code,0,0,0,Maintenance
2.6.32,ext[234]: move over to 'check_acl' permission model,misc->api,0,0,0,Maintenance
2.6.33,ext3: Replace lock/unlock_super() with an explicit lock for resizing,"resize,super",3,20,17,Performance
2.6.33,ext3: Replace lock/unlock_super() with an explicit lock for the orphan list,"dir,super",3,13,9,Performance
2.6.33,ext3: ext3_mark_recovery_complete() doesn't need to use lock_super,super,1,0,8,Performance
2.6.33,ext3: Remove outdated comment about lock_super(),misc->code,0,0,0,Maintenance
2.6.33,ext3: quota macros cleanup (V2),misc->code,0,0,0,Maintenance
2.6.33,ext3: PTR_ERR return of wrong pointer in setup_new_group_blocks(),resize,1,1,1,Bug
2.6.33,ext3: Fix data / filesystem corruption when write fails to copy data,inode,1,14,4,Bug
2.6.33,ext3: Support for vfsv1 quota format,super,1,24,6,Feature
2.6.33,ext3: Unify log messages in ext3,misc->code,0,0,0,Maintenance
2.6.33,"ext3: make ""norecovery"" an alias for ""noload""",misc->code,0,0,0,Maintenance
2.6.33,ext3: Don't update the superblock in ext3_statfs(),super,1,0,2,Bug
2.6.33,ext3: journal all modifications in ext3_xattr_set_handle,xattr,1,4,3,Bug
2.6.34,ext3: symlink must be handled via filesystem specific operation,misc->api,0,0,0,Maintenance
2.6.34,ext3: fix broken handling of EXT3_STATE_NEW,inode,4,8,6,Bug
2.6.34,ext3: add writepage sanity checks,inode,1,7,0,Bug
2.6.34,ext3: Truncate allocated blocks if direct IO write fails to update i_size,inode,1,3,2,Bug
2.6.34,ext3: quota_write cross block boundary behaviour,super,1,34,35,Bug
2.6.34,ext3: trivial quota cleanup,misc->code,0,0,0,Maintenance
2.6.34,ext3: mount flags manipulation cleanup,misc->api,0,0,0,Maintenance
2.6.34,ext3: Use bitops to read/modify EXT3_I(inode)->i_state,"file,inode,xattr",5,44,27,Bug
2.6.34,fix ext3/ext4 comment typo compain -> complain,misc->code,0,0,0,Maintenance
2.6.35,ext3: update ctime when changing the file's permission by setfacl,xattr,1,1,0,Bug
2.6.35,ext3 uses rb_node = NULL; to zero rb_root.,misc->code,0,0,0,Maintenance
2.6.35,"ext3: replace inode uid,gid,mode init with helper",misc->api,0,0,0,Maintenance
2.6.35,ext3: constify xattr handlers,misc->api,0,0,0,Maintenance
2.6.35,ext3: make barrier options consistent with ext4,super,2,39,9,Feature
2.6.35,ext3: Fix waiting on transaction during fsync,file,2,10,12,Bug
2.6.35,ext3: init statistics after journal recovery v2,super,1,21,23,Bug
2.6.35,ext3: Avoid loading bitmaps for full groups during block allocation,balloc,1,6,0,Performance
2.6.36,convert ext3 to ->evict_inode(),misc->api,0,0,0,Maintenance
2.6.36,ext3: Fix dirtying of journalled buffers in data=journal mode,inode,1,17,1,Bug
2.6.36,ext3: default to ordered mode,misc->code,0,0,0,Maintenance
2.6.36,ext3: Avoid filesystem corruption after a crash under heavy delete load,inode,1,25,21,Bug
2.6.36,ext3: remove vestiges of nobh support,misc->code,0,0,0,Maintenance
2.6.36,ext3: Fix set but unused variables,misc->compile,0,0,0,Maintenance
2.6.37,ext3: Update kernel-doc comments,misc->doc,0,0,0,Maintenance
2.6.37,ext3: Fix debug messages in ext3_group_extend(),misc->code,0,0,0,Maintenance
2.6.37,ext3: Remove misplaced BUFFER_TRACE() in ext3_truncate(),misc->code,0,0,0,Maintenance
2.6.37,ext3: Use DIV_ROUND_UP() on group desc block counting,misc->api,0,0,0,Maintenance
2.6.37,ext3: Return proper error code on ext3_fill_super(),super,1,2,0,Bug
2.6.37,ext3: Remove unnecessary casts on bh->b_data,misc->code,0,0,0,Maintenance
2.6.37,ext3: Cleanup ext3_setup_super(),misc->code,0,0,0,Maintenance
2.6.37,ext3/jbd: Avoid WARN() messages when failing to write the superblock,super,1,23,1,Bug
2.6.37,ext3: Fix lost extented attributes for inode with ino == 11,inode,1,8,3,Bug
2.6.37,BKL: Remove BKL from ext3_put_super() and ext3_remount(),super,1,0,9,Performance
2.6.37,BKL: Remove BKL from ext3 fill_super(),super,1,1,12,Performance
2.6.37,BKL: Explicitly add BKL around get_sb/fill_super,misc->code,0,0,0,Maintenance
2.6.37,ext3/ext4: Factor out disk addressability check,misc->api,0,0,0,Maintenance
2.6.38,ext3: Remove redundant unlikely(),misc->code,0,0,0,Maintenance
2.6.38,ext3: speed up file creates by optimizing rec_len functions,dir,2,17,7,Performance
2.6.38,ext3: Add more journal error check,"dir,inode",2,7,3,Bug
2.6.38,ext3: Add journal error check in resize.c,resize,1,51,14,Bug
2.6.38,ext3: Add FITRIM handling,ioctl,1,22,0,Feature
2.6.38,ext3: Add batched discard support for ext3,balloc,2,267,0,Feature
2.6.38,"ext2,ext3,ext4: clarify comment for extN_xattr_set_handle",misc->code,0,0,0,Maintenance
2.6.38,"ext2,3,4: provide simple rcu-walk ACL implementation",xattr,1,5,2,Reliability
2.6.38,ext3: Add journal error check into ext3_rename(),dir,1,15,4,Bug
2.6.38,ext3: Use search_dirblock() in ext3_dx_find_entry(),misc->api,0,0,0,Maintenance
2.6.38,ext3: Avoid uninitialized memory references with a corrupted htree directory,dir,1,15,15,Bug
2.6.38,ext3: Return error code from generic_check_addressable,super,1,4,2,Bug
2.6.38,ext3: Add journal error check into ext3_delete_entry(),dir,1,12,2,Bug
2.6.38,ext3: Add error check in ext3_mkdir(),dir,1,22,14,Bug
2.6.38,fs/ext3/super.c: Use printf extension %pV,misc->api,0,0,0,Maintenance
2.6.38,ext3: don't update sb journal_devnum when RO dev,super,1,1,1,Bug
2.6.39,ext3: Fix writepage credits computation for ordered mode,inode,1,1,1,Bug
2.6.39,ext3: use little-endian bitops,misc->api,0,0,0,Maintenance
2.6.39,ext3: Copy fs UUID to superblock.,misc->code,0,0,0,Maintenance
2.6.39,fs: Remove i_nlink check from file system link callback,misc->code,0,0,0,Maintenance
2.6.39,ext3: Always set dx_node's fake_dirent explicitly.,dir,1,1,1,Reliability
2.6.39,ext3: Fix an overflow in ext3_trim_fs.,balloc,1,8,3,Bug
2.6.39,ext3: skip orphan cleanup on rocompat fs,super,1,7,0,Bug
2.6.39,ext3: speed up group trim with the right free block count.,balloc,1,2,1,Performance
2.6.39,ext3: Adjust trim start with first_data_block.,misc->code,0,0,0,Maintenance
2.6.1,[PATCH] JBD: b_committed_data locking fix,journal->commit,1,8,2,Bug
2.6.1,[PATCH] ext3 scheduling latency fix,journal->commit,1,11,2,Performance
2.6.2,[PATCH] jbd: start_this_handle() return value fix,journal->transaction,1,2,2,Bug
2.6.5,[PATCH] JBD: avoid panic on corrupted journal superblock,journal->recovery,1,4,1,Reliability
2.6.6,[PATCH] jbd: fix ordered-data writeout logic,journal->commit,1,1,2,Bug
2.6.6,[PATCH] JBD: ordered-data commit cleanup,"journal->commit,journal->transaction",3,95,70,Performance
2.6.6,[PATCH] jbd: fix I/O error handling,journal->commit,1,6,4,Bug
2.6.6,[PATCH] jbd: do_get_write_access lock contention reduction,journal->transaction,1,29,29,Performance
2.6.6,[PATCH] jbd: b_transaction zeroing cleanup,"journal->commit,journal->transaction",2,6,21,Bug
2.6.6,[PATCH] JBD: BH_Revoke cleanup,misc->code,0,0,0,Maintenance
2.6.6,[PATCH] jbd copyout fix,journal->journal,1,6,7,Bug
2.6.6,[PATCH] jbd: journal_dirty_metadata locking speedup,journal->transaction,1,3,10,Performance
2.6.6,[PATCH] ext3 avoid writing kernel memory to disk,journal->journal,1,1,0,Bug
2.6.6,[PATCH] Fix ext3 transaction batching,journal->transaction,1,2,2,Performance
2.6.7,[PATCH] jbd: descriptor buffer state fix,"journal->commit,journal->journal,journal->revoke",3,15,7,Bug
2.6.8,[PATCH] jbd needs to wait for locked buffers,journal->commit,1,1,1,Bug
2.6.8,[PATCH] jbd: journal_head unmapping race fix,journal->transaction,1,8,7,Bug
2.6.9,[PATCH] jbd endianness annotations,"journal->commit,journal->journal,journal->recovery,journal->revoke",5,75,75,Reliability
2.6.10,[PATCH] jbd wakeup fix,"journal->commit,journal->transaction",5,8,14,Bug
2.6.10,[PATCH] remove journal callback code from jbd,misc->code,0,0,0,Maintenance
2.6.10,[PATCH] ext3 umount hang,journal->journal,1,6,4,Bug
2.6.11,[PATCH] BUG on error handlings in Ext3 under I/O failure condition,journal->commit,4,19,9,Bug
2.6.11,[PATCH] ext3: handle attempted double-delete of metadata.,journal->revoke,1,6,1,Reliability
2.6.12,[PATCH] jbd dirty buffer leak fix,journal->transaction,1,11,2,Bug
2.6.12,[PATCH] ext3: fix list scanning in __cleanup_transaction,journal->checkpoint,1,1,1,Bug
2.6.12,[PATCH] ext3: fix log_do_checkpoint() assertion failure,journal->checkpoint,1,3,1,Bug
2.6.14,[PATCH] Fix race in do_get_write_access(),journal->transaction,1,21,18,Bug
2.6.14,[PATCH] Change ll_rw_block() calls in JBD,"journal->checkpoint,journal->commit,journal->journal,journal->revoke",4,5,5,Bug
2.6.14,[PATCH] Fix JBD race in t_forget list handling,journal->commit,1,24,10,Bug
2.6.14,[PATCH] kjournald: missing JFS_UNMOUNT check,journal->journal,1,2,0,Bug
2.6.14,[PATCH] fs/jbd/: cleanups,misc->code,0,0,0,Maintenance
2.6.15,[PATCH] jbd doc: fix some kernel-doc warnings,misc->doc,0,0,0,Maintenance
2.6.16,[PATCH] jbd: revert checkpoint list changes,journal->checkpoint,3,179,250,Bug
2.6.16,[PATCH] jbd: fix transaction batching,journal->transaction,2,13,1,Performance
2.6.16,[PATCH] jbd: remove_transaction fix,journal->commit,1,2,1,Bug
2.6.16,[PATCH] jbd: log_do_checkpoint fix,journal->checkpoint,1,1,1,Bug
2.6.16,[PATCH] jbd: split checkpoint lists,journal->checkpoint,2,248,178,Performance
2.6.17,[PATCH] Update ext2/ext3/jbd MAINTAINERS entries,misc->doc,0,0,0,Maintenance
2.6.17,[PATCH] jbd: convert kjournald to kthread API,misc->code,0,0,0,Maintenance
2.6.17,[PATCH] jbd: embed j_commit_timer in journal struct,misc->code,0,0,0,Maintenance
2.6.17,"[PATCH] sem2mutex: jbd, j_checkpoint_mutex",misc->api,0,0,0,Maintenance
2.6.18,[PATCH] manage-jbd-its-own-slab fix,journal->transaction,1,1,1,Bug
2.6.18,[PATCH] Manage jbd allocations from its own slabs,"journal->commit,journal->journal,journal->transaction",4,97,13,Bug
2.6.18,[PATCH] ext3: fix memory leak when the journal file is corrupted,journal->recovery,1,1,0,Bug
2.6.18,[PATCH] JBD: split checkpoint lists,journal->checkpoint,2,246,181,Performance
2.6.18,[PATCH] jbd: avoid kfree(NULL),misc->code,0,0,0,Maintenance
2.6.18,[PATCH] jbd: fix BUG in journal_commit_transaction(),"journal->commit,journal->transaction",2,18,6,Bug
2.6.19,[PATCH] jbd: journal_dirty_data re-check for unmapped buffers,journal->transaction,1,14,1,Bug
2.6.19,[PATCH] ext3/4: fix J_ASSERT(transaction->t_updates > 0) in journal_stop(),journal->transaction,1,3,2,Bug
2.6.19,[PATCH] null dereference in fs/jbd/journal.c,journal->journal,1,2,1,Bug
2.6.19,"[PATCH] JBD: memory leak in ""journal_init_dev()""",journal->journal,1,10,11,Bug
2.6.19,[PATCH] JBD: Make journal_brelse_array() static,misc->api,0,0,0,Maintenance
2.6.19,[PATCH] JBD: 16T fixes,journal,2,5,5,Bug
2.6.19,[PATCH] jbd: use BUILD_BUG_ON in journal init,misc->api,0,0,0,Maintenance
2.6.19,[PATCH] jbd: add lock annotation to jbd_sync_bh,journal->checkpoint,1,1,0,Reliability
2.6.19,[PATCH] jbd: fix commit of ordered data buffers,journal->commit,1,113,69,Bug
2.6.20,[PATCH] jbd: wait for already submitted t_sync_datalist buffer to complete,journal->commit,1,6,2,Bug
2.6.20,[PATCH] user of the jiffies rounding code: JBD,misc->api,0,0,0,Maintenance
2.6.20,[PATCH] make fs/jbd/transaction.c:__journal_temp_unlink_buffer() static,misc->api,0,0,0,Maintenance
2.6.21,[PATCH] jbd layer function called instead of fs specific one,misc->api,0,0,0,Maintenance
2.6.22,jbd: check for error returned by kthread_create on creating journal thread,journal,2,18,8,Bug
2.6.23,is_power_of_2(): jbd,misc->api,0,0,0,Maintenance
2.6.23,jbd commit: fix transaction dropping,journal->commit,1,2,1,Bug
2.6.24,jbd: do not try lock_acquire after handle made invalid,journal->transaction,1,2,0,Bug
2.6.24,jbd: Fix assertion failure in fs/jbd/checkpoint.c,journal->checkpoint,3,12,10,Bug
2.6.24,JBD: Fix JBD warnings when compiling with CONFIG_JBD_DEBUG,misc->compile,0,0,0,Maintenance
2.6.24,jbd: fix commit code to properly abort journal,journal->commit,1,4,4,Bug
2.6.24,jbd: config_jbd_debug cannot create /proc entry,misc->code,0,0,0,Maintenance
2.6.24,jbd: remove printk() from J_ASSERT macros,misc->code,0,0,0,Maintenance
2.6.24,JBD: replace jbd_kmalloc with kmalloc directly,misc->api,0,0,0,Maintenance
2.6.24,JBD: JBD slab allocation cleanups,misc->api,0,0,0,Maintenance
2.6.24,lockdep: annotate journal_start(),journal->transaction,2,14,0,Reliability
2.6.25,jbd/jbd2 NULL noise,misc->code,0,0,0,Maintenance
2.6.25,jbd: correctly unescape journal data blocks,journal->recovery,1,1,1,Bug
2.6.25,jbd: fix jbd kernel-doc notation,misc->doc,0,0,0,Maintenance
2.6.25,jbd.h: hide kernel only code,misc->code,0,0,0,Maintenance
2.6.25,make jbd/journal.c:__journal_abort_hard() static,misc->api,0,0,0,Maintenance
2.6.25,[PATCH] jbd: Remove useless loop when writing commit record,misc->code,0,0,0,Maintenance
2.6.25,ext3 can fail badly when device stops accepting BIO_RW_BARRIER requests,journal->commit,1,2,1,Bug
2.6.25,make jbd/journal.c:__journal_abort_hard() static,misc->api,0,0,0,Maintenance
2.6.25,BKL-removal: remove incorrect comment refering to lock_kernel() from jbd/jbd2,misc->code,0,0,0,Maintenance
2.6.26,jbd: need to hold j_state_lock to updates to transaction t_state to T_COMMIT,journal->commit,1,2,0,Bug
2.6.26,jbd: replace remaining __FUNCTION__ occurrences,misc->api,0,0,0,Maintenance
2.6.26,jbd: fix possible journal overflow issues,journal->transaction,2,21,3,Bug
2.6.26,jbd: fix the way the b_modified flag is cleared,"journal->commit,journal->transaction",2,13,16,Bug
2.6.27,jbd: don't abort if flushing file data failed,journal->commit,1,28,7,Reliability
2.6.27,jbd: positively dispose the unmapped data buffers in journal_commit_transaction(),journal->commit,1,20,9,Bug
2.6.27,jbd: unexport journal_update_superblock,misc->code,0,0,0,Maintenance
2.6.27,jbd: fix race between free buffer and commit transaction,journal->transaction,2,56,4,Bug
2.6.27,jbd: tidy up revoke cache initialisation and destruction,misc->code,0,0,0,Maintenance
2.6.27,jbd: eliminate duplicated code in revocation table init/destroy functions,misc->code,0,0,0,Maintenance
2.6.27,jbd: replace potentially false assertion with if block,journal->journal,1,4,3,Bug
2.6.28,jbd: don't give up looking for space so easily in __log_wait_for_space,journal->checkpoint,1,24,7,Bug
2.6.28,fs: remove excess kernel-doc,misc->doc,0,0,0,Maintenance
2.6.28,jbd: abort instead of waiting for nonexistent transactions,journal->checkpoint,1,17,2,Bug
2.6.28,jbd: test BH_Write_EIO to detect errors on metadata buffers,misc->code,0,0,0,Maintenance
2.6.28,jbd: fix error handling for checkpoint io,"journal->checkpoint,journal->journal,journal->recovery",4,65,21,Bug
2.6.28,jbd: ordered data integrity fix,journal->transaction,1,13,3,Bug
2.6.28,jbd: don't dirty original metadata buffer on abort,journal->commit,1,4,1,Bug
2.6.28,jbd: abort when failed to log metadata buffers,journal->commit,1,3,0,Bug
2.6.29,jbd: fix return value of journal_start_commit(),journal->journal,1,11,6,Bug
2.6.29,jbd: fix missing kernel-doc,misc->doc,0,0,0,Maintenance
2.6.29,jbd: remove excess kernel-doc notation,misc->doc,0,0,0,Maintenance
2.6.29,jbd: improve fsync batching,"journal->commit,journal->transaction",3,63,5,Performance
2.6.30,jbd: fix race in buffer processing in commit code,journal->commit,1,4,2,Bug
2.6.30,jbd: use SWRITE_SYNC_PLUG when writing synchronous revoke records,journal->revoke,3,14,11,Performance
2.6.30,jbd: update locking coments,misc->code,0,0,0,Maintenance
2.6.30,jbd: use WRITE_SYNC_PLUG instead of WRITE_SYNC,journal->commit,1,6,1,Performance
2.6.30,jbd: fix oops in jbd_journal_init_inode() on corrupted fs,journal->journal,1,24,10,Bug
2.6.30,ext3: Use WRITE_SYNC for commits which are caused by fsync(),"journal->commit,journal->transaction",3,22,8,Bug
2.6.31,jbd: fix race between write_metadata_buffer and get_write_access,journal->journal,1,11,9,Bug
2.6.31,jbd: Fix a race between checkpointing code and journal_get_write_access(),journal->transaction,1,35,33,Bug
2.6.31,jbd: Fail to load a journal if it is too short,journal->journal,1,6,0,Reliability
2.6.31,jbd: clean up journal_try_to_free_buffers(),misc->code,1,0,48,Maintenance
2.6.32,fs/jbd: Export log_start_commit to fix ext3 build.,misc->compile,0,0,0,Maintenance
2.6.32,JBD/JBD2: free j_wbuf if journal init fails.,journal->journal,1,2,0,Bug
2.6.32,jbd.h: bitfields should be unsigned,misc->compile,0,0,0,Maintenance
2.6.32,jbd: Annotate transaction start also for journal_restart(),journal->transaction,1,3,3,Reliability
2.6.32,jbd: Journal block numbers can ever be only 32-bit use unsigned int for them,misc->api,0,0,0,Maintenance
2.6.32,JBD: round commit timer up to avoid uncommitted transaction,journal->transaction,1,2,1,Bug
2.6.33,jbd: jbd-debug and jbd2-debug should be writable,misc->code,0,0,0,Maintenance
2.6.34,jbd: Delay discarding buffers in journal_unmap_buffer,"journal->commit,journal->transaction",2,36,17,Bug
2.6.34,jbd[2]: remove references to BUFFER_DEBUG,misc->code,0,0,0,Maintenance
2.6.35,jbd: Provide function to check whether transaction will issue data barrier,misc->code,0,0,0,Maintenance
2.6.37,jbd/2: fixed typos,misc->code,0,0,0,Maintenance
2.6.37,jbd: Convert atomic_inc() to get_bh(),misc->api,0,0,0,Maintenance
2.6.37,jbd: Fix debug message in do_get_write_access(),misc->code,0,0,0,Maintenance
2.6.37,jbd: Check return value of __getblk(),journal->journal,1,2,0,Bug
2.6.37,jbd: Convert bitops to buffer fns,misc->api,0,0,0,Maintenance
2.6.37,ext3/jbd: Avoid WARN() messages when failing to write the superblock,journal->journal,1,28,2,Reliability
2.6.37,jbd: Use offset_in_page() instead of manual calculation,misc->api,0,0,0,Maintenance
2.6.37,jbd: Remove unnecessary goto statement,misc->code,0,0,0,Maintenance
2.6.37,jbd: Use printk_ratelimited() in journal_alloc_journal_head(),misc->api,0,0,0,Maintenance
2.6.37,jbd: Move debug message into #ifdef area,misc->code,0,0,0,Maintenance
2.6.37,jbd: replace barriers with explicit flush / FUA usage,misc->code,0,0,0,Maintenance
2.6.39,jbd: finish conversion from WRITE_SYNC_PLUG to WRITE_SYNC and explicit plugging,misc->code,0,0,0,Maintenance
2.6.39,jbd: Remove one to many n's in a word.,misc->code,0,0,0,Maintenance
