Version,Description,Component,Files_Modified,Lines_Added,Lines_Removed,Patch_Type
2.6.33,reiserfs: Relax the lock before truncating pages,inode,1,10,1,Bug
2.6.33,reiserfs: Fix recursive lock on lchown,inode,1,5,3,Bug
2.6.33,reiserfs: Fix mistake in down_write() conversion,xattr,1,1,1,Bug
2.6.33,reiserfs: Safely acquire i_mutex from xattr_rmdir,xattr,1,2,1,Bug
2.6.33,reiserfs: Safely acquire i_mutex from reiserfs_for_each_xattr,xattr,1,3,2,Bug
2.6.33,reiserfs: Fix journal mutex <-> inode mutex lock inversion,xattr,1,2,1,Bug
2.6.33,reiserfs: Fix unwanted recursive reiserfs lock in reiserfs_unlink(),dir,1,4,3,Bug
2.6.33,reiserfs: Relax lock before open xattr dir in reiserfs_xattr_set_handle(),xattr,1,7,2,Bug
2.6.33,reiserfs: Relax reiserfs lock while freeing the journal,journal,1,2,1,Bug
2.6.33,reiserfs: Fix reiserfs lock <-> i_mutex dependency inversion on xattr,xattr,1,7,2,Bug
2.6.33,reiserfs: Warn on lock relax if taken recursively,other,2,18,0,Reliability
2.6.33,reiserfs: Fix reiserfs lock <-> i_xattr_sem dependency inversion,xattr,2,9,1,Bug
2.6.33,reiserfs: Fix remaining in-reclaim-fs <-> reclaim-fs-on locking inversion,journal,1,12,3,Bug
2.6.33,reiserfs: truncate blocks not used by a write,inode,1,14,4,Bug
2.6.33,reiserfs: Fix reiserfs lock <-> inode mutex dependency inversion,xattr,2,11,1,Bug
2.6.33,reiserfs: don't compile procfs.o at all if no support,misc->code,3,26,36,Maintenance
2.6.33,reiserfs: remove /proc/fs/reiserfs/version,misc->code,3,0,48,Maintenance
2.6.33,reiserfs: Fix reiserfs lock and journal lock inversion dependency,inode,1,3,2,Bug
2.6.33,reiserfs: Fix possible recursive lock,misc->code,1,12,3,Maintenance
2.6.33,"reiserfs: fix misspelling of ""journaled""",misc->code,0,0,0,Maintenance
2.6.33,kill-the-bkl/reiserfs: turn GFP_ATOMIC flag to GFP_NOFS in reiserfs_get_block(),misc->code,1,1,1,Maintenance
2.6.33,kill-the-bkl/reiserfs: drop the fs race watchdog from _get_block_create_0(),misc->code,1,2,9,Maintenance
2.6.33,kill-the-bkl/reiserfs: definitely drop the bkl from reiserfs_ioctl(),misc->code,4,6,12,Maintenance
2.6.33,kill-the-bkl/reiserfs: always lock the ioctl path,ioctl,1,39,27,Bug
2.6.33,kill-the-bkl/reiserfs: fix reiserfs lock to cpu_add_remove_lock dependency,journal,1,4,1,Bug
2.6.33,kill-the-bkl/reiserfs: Fix induced mm->mmap_sem to sysfs_mutex dependency,journal,1,16,0,Bug
2.6.33,kill-the-bkl/reiserfs: panic in case of lock imbalance,other,1,3,4,Reliability
2.6.33,kill-the-bkl/reiserfs: fix recursive reiserfs write lock in reiserfs_commit_write(),inode,1,2,9,Performance
2.6.33,kill-the-bkl/reiserfs: fix recursive reiserfs lock in reiserfs_mkdir(),dir,1,4,3,Bug
2.6.33,"kill-the-bkl/reiserfs: fix ""reiserfs lock"" / ""inode mutex"" lock inversion dependency",xattr,1,1,1,Bug
2.6.33,kill-the-bkl/reiserfs: move the concurrent tree accesses checks per superblock,"tree,other",5,18,24,Bug
2.6.33,kill-the-bkl/reiserfs: acquire the inode mutex safely,"journal,xattr",3,37,36,Bug
2.6.33,kill-the-bkl/reiserfs: unlock only when needed in search_by_key,tree,1,34,8,Performance
2.6.33,kill-the-bkl/reiserfs: use mutex_lock in reiserfs_mutex_lock_safe,misc->code,1,3,5,Maintenance
2.6.33,kill-the-bkl/reiserfs: factorize the locking in reiserfs_write_end(),inode,1,15,10,Performance
2.6.33,kill-the-bkl/reiserfs: reduce number of contentions in search_by_key(),tree,1,11,1,Performance
2.6.33,kill-the-bkl/reiserfs: don't hold the write recursively in reiserfs_lookup(),dir,1,10,3,Bug
2.6.33,kill-the-bkl/reiserfs: conditionaly release the write lock on fs_changed(),other,1,1,3,Performance
2.6.33,kill-the-BKL/reiserfs: add reiserfs_cond_resched(),misc->api,1,13,0,Maintenance
2.6.33,kill-the-bkl/reiserfs: lock only once on reiserfs_get_block(),inode,1,11,8,Bug
2.6.33,kill-the-BKL/reiserfs: release the write lock on flush_commit_list(),journal,1,5,2,Bug
2.6.33,kill-the-BKL/reiserfs: release the write lock inside reiserfs_read_bitmap_block(),balloc,1,2,0,Bug
2.6.33,kill-the-BKL/reiserfs: release the write lock inside get_neighbors(),tree,1,4,0,Bug
2.6.33,kill-the-BKL/reiserfs: release write lock while rescheduling on prepare_for_delete_or_cut(),tree,1,2,0,Bug
2.6.33,kill-the-BKL/reiserfs: release the write lock before rescheduling on do_journal_end(),journal,1,2,0,Bug
2.6.33,kill-the-BKL/reiserfs: release write lock on fs_changed(),other,1,7,1,Bug
2.6.33,kill-the-BKL/reiserfs: only acquire the write lock once in reiserfs_dirty_inode,super,1,9,6,Bug
2.6.33,kill-the-BKL/reiserfs: lock only once in reiserfs_truncate_file,inode,1,7,3,Bug
2.6.33,kill-the-BKL/reiserfs: provide a tool to lock only once the write lock,other,2,28,0,Reliability
2.6.33,"reiserfs, kill-the-BKL: fix unsafe j_flush_mutex lock",journal,1,1,1,Bug
2.6.33,reiserfs: kill-the-BKL,misc->code,1,4,6,Maintenance
2.6.34,reiserfs: fix corruption during shrinking of xattrs,xattr,1,1,1,Bug
2.6.34,reiserfs: fix permissions on .reiserfs_priv,"dir,xattr",2,4,15,Bug
2.6.34,reiserfs: Fix locking BUG during mount failure,super,1,4,6,Bug
2.6.34,reiserfs: properly honor read-only devices,journal,1,9,6,Bug
2.6.34,reiserfs: fix oops while creating privroot with selinux enabled,xattr,2,6,1,Bug
2.6.35,reiserfs: Fix resuming of quotas on remount read-write,super,1,10,2,Bug
2.6.35,"reiserfs: replace inode uid,gid,mode initialization with helper function",misc->api,1,4,14,Maintenance
2.6.35,reiserfs: constify xattr_handler,misc->api,7,18,18,Maintenance
2.6.36,reiserfs: fix unwanted reiserfs lock recursion,ioctl,1,3,2,Bug
2.6.36,reiserfs: fix dependency inversion between inode and reiserfs mutexes,ioctl,1,1,1,Bug
2.6.36,fix reiserfs_evict_inode end_writeback second call,inode,1,1,0,Bug
2.6.36,reiserfs: remove unused local `wait',misc->code,0,0,0,Maintenance
2.6.36,reiserfs: typo comment fix,misc->code,1,1,1,Maintenance
2.6.36,convert reiserfs to ->evict_inode(),misc->api,3,12,11,Maintenance
2.6.36,Fix reiserfs_file_release(),"file,inode,super",4,32,26,Bug
2.6.37,reiserfs: don't acquire lock recursively in reiserfs_acl_chmod,xattr,1,4,2,Bug
2.6.37,reiserfs: fix inode mutex - reiserfs lock misordering,ioctl,1,3,4,Bug
2.6.37,reiserfs: replace barriers with explicit flush / FUA usage,misc->api,1,20,86,Maintenance
2.6.38,reiserfs xattr ->d_revalidate() shouldn't care about RCU,xattr,1,0,2,Bug
2.6.38,fix reiserfs mkdir() breakage,dir,1,1,1,Bug
2.6.38,reiserfs: make sure va_end() is always called after va_start().,other,1,2,2,Bug
2.6.39,reiserfs: use little-endian bitops,misc->api,1,13,14,Maintenance
2.6.39,reiserfs: make commit_wq use the default concurrency level,journal,1,1,1,Performance
